,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Crude oil including lease condensate (Mb/d),464.6986301,571.2821918,705.0547945,830.9262295,980.9561644,1209.024658,1461.241096,1936.199454,2313.183562,2748.150685,2689.465753,2780.286885,2744.849315,2434.827397,2548.369863,2511.846995,2520.016438,2552.950685,2680.084932,2667.734973,2673.356164,2685.10174,2617.199548,2858.332852,3022.219863,3070.454507,2906.028192,3011.965063,3127.036364,3177.098964,3370.896096,3382.898407,3333.348751,3255.578844,3075.709871,2838.988798,2645.843288,2621.138904,2599.847348,2592.505464,2561.857534,2468.547945,2302.493151,2186.874317,1980.682192,1846.894663,1705.846849,1722.803825,1779.852055,1843.093225,1935.785427,
                NGPL (Mb/d),,,,,,,,,,,,256.6639344,282.0931507,339.0136986,337.3424658,370,384.1780822,429.4767123,456.6520548,451.5710383,461.8958904,396.5260274,408.5260274,420.5136612,432.5260274,444.5260274,456.5260274,437.9371585,432.7287671,407.7945205,418.3643836,442.3224044,423.4767342,425.8877562,393.2629425,317.8497268,325.6410959,332.0027397,334.339726,317.6010929,320.0739726,319.7260274,288.5287671,271.2595628,247.9945205,211.7972603,194.4794521,206.2978142,170.5237598,168.5266304,164.701189,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,1.465553425,1.170035616,6.174868852,6.049386301,6.131509589,6.049356164,2.120262295,5.413778082,7.539684932,7.687764384,9.521945355,8.676676712,8.235550685,9.002846575,0.1,0.103,0.4,0.4,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,7.689,13,11,15,12,6.8,9.3,10.15132514,9.995978082,8.147605479,18.89203562,22.949,24.119,26.569,28.864,28.6827,25.2682,21.277,20.7992,24.3756,25.3049,24.9712,23.5497,18.9668,16.0593,15.006,17.5444,16.5847,18.13825177,17.88622413,18.33961177,
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.18,0.2,0.38,0.5,0.598,0.54,1.04,2.32,3.208,5.123,5.976,6.98329589,9.934508197,14.05149589,20.28802466,23.1765589,23.42622951,20,19.40886027,18.4625726,17.56216667,16.70334795,15.8877726,15.11177534,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.18,0.2,0.38,0.5,0.598,0.54,1.04,2.32,3.208,5.123,5.976,6.98329589,9.934508197,14.05149589,20.28802466,23.1765589,23.42622951,20,19.40886027,18.4625726,17.56216667,16.70334795,15.8877726,15.11177534,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.2,0.38,0.5,0.598,0.54,1.04,2.32,3.208,5.123,5.976,6.98329589,9.934508197,14.05149589,20.28802466,23.1765589,23.42622951,20,19.40886027,18.4625726,17.56216667,16.70334795,15.8877726,15.11177534,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,2,2,2,2,2,2,-1.2,-0.060861756,0.2,-0.012583412,-0.7,-0.8,-0.8,1,1,1,1,1,1,0.258,0.279,0.216,0.13,0.236,3.89,-1.05,-1.247,-1.342,-0.566,-0.48,-0.613,-1.55,-0.781,-0.526,0.0836,0.5586,0.16,0.025,0.1,0.07,0.05,0.025,0.025,0.025,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,1,1,1,1,1,1,0.5,0.4,0.4,0.3,0.3,0.3,0.2,1,1,1,1,1,1,0.258,0.279,0.216,0.13,0.236,5.644,0.14,0.2,0.22,0.18,0.16,0.2,0.2,0.14,0.16,0.16,0.16,0.16,0.025,0.1,0.07,0.05,0.025,0.025,0.025,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,3,3,2.008219178,3,1.991780822,1,1,1,1,1,1,1,1,1,0.258,0.279,0.216,0.13,0.236,0.644,0.14,0.2,0.22,0.18,0.16,0.2,0.2,0.14,0.16,0.16,0.16,0.16,0.025,0.1,0.07,0.05,0.025,0.025,0.025,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-1.6,-1.7,-1.5,-1.4,-0.3,-0.6,-1.4,-1.276354625,-1.365085047,-0.775620623,-1.476926598,-1.754,-1.19,-1.447,-1.562,-0.746,-0.64,-0.813,-1.75,-0.921,-0.686,-0.0764,0.3986,0,0,0,0,0,0,0,0,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0.02,0,0,0.02,0.03,0.04,0.16,0.282,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0.02,0,0,0.02,0.03,0.04,0.16,0.282,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.02,0,0,0.02,0.03,0.04,0.16,0.282,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,31,33,53,67,82,101,123,118,109,99,108,106,86,65.18082192,89.41643836,70.50684932,62.68336066,59.75616438,54.9890411,52.29150685,48.51147541,47.40273973,62.93424658,62.48652603,93.92238525,81.52674521,74.56816986,86.27229315,68.70740328,61.08569452,60.35758904,68.00412603,83.55896776,78.51276575,90.76992055,85.84010959,62.12827416,66.79251454,65.57215381,71.46230758,90.77545185,91.85766304,88.15173709,85.46983646,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,31,33,45,62,70,87,104,98,88,77,84,84,67,65.18082192,89.41643836,70.50684932,62.68336066,59.75616438,54.9890411,52.29150685,48.51147541,47.40273973,62.93424658,62.48652603,58.93838525,46.88074521,42.33216986,68.31429315,52.49180328,46.25479452,44.69158904,51.45572603,67.40026776,63.70646575,75.28052055,69.84510959,52.84677416,57.41801454,54.33865381,56.25050758,76.39575185,76.05029012,72.64355563,69.57714198,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,58,72,90,84,76,65.98630137,68.71506849,62.75068493,55.2431694,51.86027397,69.23013699,52.88767123,42.8145082,40.34520548,33.29041096,30.7739726,27.87431694,27.0109589,43.63835616,44.68104658,40.83947814,28.96707671,26.22470137,40.18904384,33.50819672,25.48493151,20,22.25479452,20.83333333,21.98630137,29.46849315,27.30410959,18.08743169,13.94071865,13.52249709,18.15791807,32.72544857,32.72331751,29.45098576,26.50588719,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,9.243835616,9.98630137,10.24383562,10.74863388,13.32054795,20.18630137,17.61917808,19.86885246,19.4109589,21.69863014,21.51753425,20.63715847,20.39178082,19.29589041,17.80547945,17.8989071,17.81366849,15.45746849,11.66307671,9.983606557,8.904109589,9.309589041,9.084931507,8.163934426,8.556164384,8.326027397,9,6,5.531487671,4.640956164,3.009931507,2.587303279,2.243972603,2.109569863,1.988254795,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.65,16.4621726,9,11.86575342,15.382,20.116,38.403,33.164,37.486,33.541,28.75934247,37.94580822,36.17520055,35.082658,41.083,41.083,41.083,41.083,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,23.622,29,31,32,31,29,32,33.60552186,35.28238904,33.23027945,35.99990411,34.984,34.646,32.236,17.958,16.2156,14.8309,15.666,16.5484,16.1587,14.8063,15.4894,15.995,9.2815,9.3745,11.2335,15.2118,14.3797,15.80737292,15.50818147,15.89269448,
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,4,4,4,4,4,4,-0.04836074,0.7,0.4,-0.2,-0.5,-1.2,-1.7,,,,,,,,,,,,-0.029,-0.585,-0.738,0.531,0.634,-0.356,1.4944,0.8574,0.7974,-0.171,0.5589,0.7188,0.6971,0.7261,0.7347,0.7451,0.7044,0.770369905,0.759679481,0.777562806,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-1.5,-1.5,-1.4,-1.4,-1.5,-1.5,,-0.757365723,-2.169161113,-1.007183427,-0.263680106,-0.029,-0.585,-0.738,0.531,0.634,-0.356,1.4944,0.8574,0.7974,-0.171,0.5589,0.7188,0.6971,0.7261,0.7347,0.7451,0.7044,0.770369905,0.759679481,0.777562806,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,9,12,17,18,20,24,43,44,53,57,59,58,58,72.56438356,71.88493151,47.18356164,53.00546448,66.76164384,54.40547945,50.39726027,44.57377049,41.16164384,38.48219178,28.81917808,42.92073224,27.04530137,26.32956712,48.03244932,65.28343989,60.72183562,62.71216301,55.24430685,51.44643388,45.15045342,51.49299863,52.86903151,45.85207596,26.84800959,25.82241096,22.25704932,19.57047268,19.7372892,18.12535558,19.66244883,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,8,11,16,17,19,23,41,42,50,54,56,56,55,72.56438356,71.88493151,47.18356164,53.00546448,66.76164384,54.40547945,50.39726027,44.57377049,41.16164384,38.48219178,28.81917808,39.99873224,24.24930137,23.61356712,45.50744932,62.87693989,58.76383562,58.05986301,49.86450685,45.99163388,39.53875342,46.93369863,47.36993151,40.80677596,19.79270959,16.98161096,15.26244932,12.95847268,12.50593699,10.99446301,12.36369041,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,18,27.51506849,28.76164384,28.16438356,33.75136612,38.09589041,39.52876712,41.35342466,38.17759563,40.46575342,39.63287671,32.68493151,43.17213115,57.67945205,45.72876712,41.64383562,35.90437158,33.16438356,30.63287671,23.40273973,34.24190164,18.50694247,18.13159452,41.67116438,59.9863388,55.88767123,53.03835616,46.32328767,41.07923497,35.26575342,39.26575342,41.28493151,34.72677596,13.40579178,11.04348767,9.676983562,7.324163934,7.33729863,5.665490411,7.35529589,
                NGPL (Mb/d),,,,,,,,,,,,2,3.084931507,3.421917808,4,3.99726776,3.668493151,3.997260274,4.75890411,5.090163934,5.849315068,5.923287671,6.260273973,6.918032787,8.082191781,7.512328767,7.753424658,8.00273224,7.997260274,7.849315068,5.416438356,5.756830601,5.742358904,5.481972603,3.816284932,2.830601093,2.756164384,4.931506849,3.408219178,4.669398907,4,7.347945205,6,6,6.346917808,5.898123288,5.545465753,5.594308743,5.128638356,5.288972603,4.968394521,
                Other liquids (Mb/d),,,,,,,,,,,,,0.58630137,14,11.7369863,14.82513661,14.48493151,14.6,11.25479452,14.66939891,26.24931507,26.32876712,8.238356164,2.915300546,1,1.164383562,1,0.666666667,,,,0,0,0,0.02,0.06,0.12,0.09,0.133,0.243,0.273,0.32,0.085,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,2.885,2.6,2.6,2.3,2.5,2.6,2.3,2.67981694,2.777493151,2.751610959,2.823416438,2.922,2.796,2.716,2.525,2.4065,1.958,4.6523,5.3798,5.4548,5.6117,4.5593,5.4991,5.0453,7.0553,8.8408,6.9946,6.612,7.231352214,7.130892566,7.298758415,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.2,-0.1,-0.1,,,,,,,,,,,,-0.436,-0.367,-0.412,-0.377,0.587,0.663,-0.161,-0.05,0.038,0.012,0.016,-0.196,-0.018,-0.198,-0.001,-0.003,0.008,-0.009983554,-0.00706766,-0.011942158,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0.9,1,0.138,0.2,0.2,0.2,0.2,0,0.172,0,0.2,0.2,0.2,0.2,0.2,0.2,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.9,1,0.138,0.2,0.2,0.2,0.2,0,0.172,0,0.2,0.2,0.2,0.2,0.2,0.2,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-0.082,,,,-0.1,-0.5,-0.4,-0.38637608,-0.490559992,-0.394004287,-0.379577603,-0.436,-0.367,-0.412,-0.377,-0.313,-0.337,-0.299,-0.25,-0.162,-0.188,-0.184,-0.196,-0.19,-0.198,-0.201,-0.203,-0.192,-0.209983554,-0.20706766,-0.211942158,
